name,best_val_f1,f1_per_class
B_text_features,1.0,[]
A_conf_filter,0.9933333333333333,"[0.99, 1.0, 0.99]"
C_multi_encoder,0.9832643087022545,[]
A_zero_shot,0.9533146591970122,"[0.9313725490196079, 1.0, 0.9285714285714286]"
D_distillation,0.4897460644626567,[]
